name|type|description|prerequisites|prerequisite_feats|benefit|normal|special|source|teamwork|critical|grit|style|performance|racial|companion_familiar|race_name|note|goal|completion_benefit|multiples|suggested_traits|source_dataset
Ascendant Spell|Metamagic|You have learned how to emulate mythic spells using non-mythic forces.|||You can modify a spell to imitate the mythic version of that spell. An ascendant spell uses the mythic version of the spell, but doesn't count as a mythic spell for the purposes of effects that interact with the spell, unless you are a mythic creature. You can't use the augmented version of the mythic spell, or use spells effects that require you to expend uses of mythic power (even if you have uses of mythic power available). An ascendant spell uses up a spell slot 5 levels higher than the spell's actual level.|||Mythic Adventures|0|0|0|0|0|0|0|||||0||AoN
Aspect of the Beast|General|Whether by magic or a curse of your blood, some part of you is more beast than man.|wild shape class feature, see Special.||Your bestial nature manifests itself in one of the following ways. You choose the manifestation when you choose the feat, and then you cannot change it. Night Senses (Ex): If your base race has normal vision, you gain low-light vision. If your base race has low-light vision, you gain darkvision out to a range of 30 feet. If your base race has darkvision, the range of your darkvision increases by 30 feet. Claws of the Beast (Ex): You grow a pair of claws. These claws are primary attacks that deal 1d4 points of damage (1d3 if you are Small). Predator's Leap (Ex): You can make a running jump without needing to run 10 feet before you jump. Wild Instinct (Ex): You gain a +2 bonus on initiative checks and a +2 bonus on Survival skill checks.||A character that has contracted lycanthropy can take this feat without having to meet the prerequisites. A ranger who selects the natural weapon combat style can take this feat without having to meet the prerequisites (even if he does not select Aspect of the Beast as a bonus feat).|Advanced Player's Guide|0|0|0|0|0|0|0|||||0||AoN
Aspect Of The Beast|Mythic|Your blood burns with savage fury, giving you bestial powers and abilities.|Aspect of the Beast|Aspect of the Beast|Your bestial nature manifests itself in one of the following ways. You choose the manifestation when you choose the feat, and you can't change it. Mythic Senses (Ex): If you have normal vision, you gain darkvision 30 feet. If you have low-light vision, you gain darkvision 60 feet. If you have darkvision, the range of your darkvision increases by 30 feet plus 10 feet per tier. Mythic Claws (Ex): You grow a pair of powerful claws. These claws are primary attacks that deal 1d4 points of damage (1d3 if you're Small). If you already have claws, the damage they deal increases by one die type (d4s become d6s, d3s become d4s, and so on). You can expend one use of mythic power when you hit with both claws during the same round to rend with those claws, dealing extra damage equal to one claw's damage plus 1-1/2 times your Strength bonus. Mythic Leap (Ex): You can make a running jump without needing to run 10 feet beforehand. In addition, you gain a +5 bonus on your Acrobatics checks to determine the success of that jump and the distance covered. If you already have the predator's leap manifestation of Aspect of the Beast, the bonus on your Acrobatics checks increases to +10. Mythic Instinct (Ex): You gain a +2 bonus on initiative checks and a +2 bonus on Survival checks. These bonuses stack with those gained from the wild instinct manifestation of Aspect of the Beast.|||Mythic Adventures|0|0|0|0|0|0|0|||||0||AoN
Atheist Abjurations|General|Your critical attitude toward the divine allows you to determine the best ways to remove divine inf luence.|Divine Defiance.|Divine Defiance|You gain a +2 bonus to your caster level whenever you use an abjuration spell to dispel or counter a divine spell, or send an extraplanar outsider summoned or called by a divine caster back to its home plane.|||Faiths & Philosophies|0|0|0|0|0|0|0|||||0||AoN
Athletic|General|You possess inherent physical prowess.|||You get a +2 bonus on Climb and Swim skill checks. If you have 10 or more ranks in one of these skills, the bonus increases to +4 for that skill.|||PFRPG Core|0|0|0|0|0|0|0|||||0||AoN
Athletic|Mythic|You excel far beyond others at acts of physical prowess.|Athletic.|Athletic|The bonus on Climb and Swim skill checks from Athletic increases by 2. In addition, you can expend one use of mythic power to treat a Climb or Swim check as if you had rolled a natural 20. You must decide to use this ability before making the roll.|||Mythic Adventures|0|0|0|0|0|0|0|||||0||AoN
Attuned to the Wild|General|You share a strong mystic connection with one type of wilderness terrain.|Elf.||Select one type of terrain from the ranger class's favored terrain class feature (except urban). While you are in your selected terrain type, your natural healing rate (the amount of hit points and ability damage you heal from a full night's rest) doubles.||You can take this feat multiple times. Its effects do not stack. Each time you take it, it applies to a different terrain type.|Advanced Race Guide|0|0|0|0|0|1|0|Elf||||1||AoN
Augment Summoning|General|Your summoned creatures are more powerful and robust.|Spell Focus (conjuration).|Spell Focus (conjuration)|Each creature you conjure with any summon spell gains a +4 enhancement bonus to Strength and Constitution for the duration of the spell that summoned it.|||PFRPG Core|0|0|0|0|0|0|0|||||0||AoN
Augment Summoning|Mythic|Your summoning spells bring not mere ordinary beasts, but instead mythic creatures.|Augment Summoning.|Augment Summoning|Any creature you summon using a summon spell is considered mythic for the purpose of interacting with other mythic creatures. It doesn't gain any mythic abilities or power, but is affected by mythic spells and abilities as if it were a 1st-tier mythic creature. Additionally, if the creature summoned has damage reduction, its damage reduction becomes DR/epic.|||Mythic Adventures|0|0|0|0|0|0|0|||||0||AoN
Aversion Tolerance|General|You have been hunted for so long that you have developed resistances to slayers' usual scare tactics.|Vampire.||You gain a +2 bonus on saves made to resist aversions to objects, sounds, and materials appropriate to your vampire type (such as garlic, holy symbols, and mirrors for a moroi). When confronted with such things, you may immediately make a saving throw instead of after 1 round.|||Blood Of The Night|0|0|0|0|0|1|0|Vampire||||0||AoN
Awesome Blow|Monster, Combat|This creature can send opponents flying.|Str 25, Power Attack, Improved Bull Rush, size Large or larger.||As a standard action, the creature may perform an awesome blow combat maneuver. If the creature's maneuver succeeds against a corporeal opponent smaller than itself, its opponent takes damage (typically slam damage plus Strength bonus) and is knocked flying 10 feet in a direction of the attacking creature's choice and falls prone. The attacking creature can only push the opponent in a straight line, and the opponent can't move closer to the attacking creature than the square it started in. If an obstacle prevents the completion of the opponent's move, the opponent and the obstacle each take 1d6 points of damage, and the opponent is knocked prone in the space adjacent to the obstacle.|||Bestiary|0|0|0|0|0|0|0|||||0||AoN
Babau Rogue Talent|General|Your instinct for combat is much like that of a rogue.|Dex 17, babau.||Choose one rogue talent that adds to sneak attacks (such as bleeding attack or slow reactions).||You may select this feat multiple times. Each time you take the feat, you gain a new rogue talent.|Demons Revisited|0|0|0|0|0|1|0|babau||||1||AoN
Babble-Peddler|General|Your talent for flimflam allows you to trick creatures into exchanging valuable objects for whatever junk you happen to offer.|Appraise 5 ranks, Bluff 5 ranks, gnome.||Make a Bluff check to praise the value and worth of an object in your hand while denigrating an object held by a nearby creature; this takes anywhere from 1 round to 1 minute depending on the appearance and nature of the items. If the creature fails its check, it agrees to exchange your object for its own. Obvious differences in the value between the exchanged items give your roll a +4 or -4 modifier, at the GM's discretion (offering a clay cup for a jeweled dagger gives your roll a -4 penalty). The GM may rule that some items are too obviously valuable or worthless for this feat to apply (a king wouldn't trade his crown for any item, and no normal person would trade an item for a piece of garbage). If you fail the check by 5 or more, the target is insulted and his attitude toward you worsens by one category. Once the exchange happens, make an Appraise roll opposed by the target's Appraise or Sense Motive roll. If the target wins, it immediately realizes the true value of the object you offered it and behaves accordingly. If you succeed, it believes your false assessment for 1 round; for every 5 by which your check exceeds your opponent's check, the deception lasts 1 more round. As with disbelieving illusions, the target's ally can point out the true value of the object, giving the target another check with a +2 bonus. You cannot use this ability in combat, against a creature whose attitude toward you is hostile or unfriendly, against a creature that does not understand you, or against a creature that has an Intelligence score of 3 or less.|||Gnomes Of Golarion|0|0|0|0|0|1|0|Gnome||||0||AoN
