name|type|description|prerequisites|benefits|Metaconstruction|Convergence|Psionic|Surge|Technique|Cerulean_Seas|Item_Creation|Conduit|General|Gather_Power|Metapsionic|Kineticist|Akashic|Confluence|teamwork|Shifting|Combat|Metamagic|Heritage|Style|Mineralite_Racial|Projected_Form
Esoteric Insight|Akashic|Veils, spells, what is the difference? Magic is magic, is it not? Example A radiant who gains this feat chooses cleric (both of which are Wisdom-based). The radiant can now count their radiant class levels as cleric caster levels if using a stave, or using wands and scrolls of cleric spells.|veilweaver level 6th with chosen class, knowledge (arcana) 6 ranks, spellcraft 6 ranks.|when you gain this feat, choose a spellcasting class. then choose one veilweaving class you possess. these two classes must use the same ability score for casting and veilweaving. you may count your veilweaver class levels as caster levels for the purposes of caster level-based abilities, such as determining your caster level when using a stave. as well, you may use spell trigger and spell completion items as though you possessed the chosen class spell list.|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0
Essence Balanced Blades|Akashic, Combat|You can use essence to adjust the balance of your weapons while dual wielding. You gain 1 point of essence.|con 13 or veilweaver level 1, dex 15, two-weapon fighting.|you can invest essence into this feat. for every odd-numbered point of essence invested you gain a +1 bonus on damage rolls made with your off-hand weapon while two-weapon fighting. for every even-numbered point of essence invested you gain a +1 insight bonus on attack rolls made with your primary-hand weapon while two-weapon fighting.|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|1|0|0|0|0|0
Essence Expertise|Akashic, Combat|By achieving a special meditative state, you can focus your essence to grant yourself akasha-enhanced defenses. You gain 1 point of essence.|con 13 or veilweaver level 1, combat expertise.|you can invest essence into this feat. you gain an insight bonus to cmb to make a disarm attack, a feint in combat, or a trip attempt equal to the invested essence. you also gain an insight bonus equal to the invested essence to ac when using combat expertise.|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|1|0|0|0|0|0
Essence Focus|Akashic, Psionic|The blending of akasha and psionics you have mastered gives you unusual focus and recovery. You gain 1 point of essence.|con 13 or veilweaver level 1, a power point reserve.|you can invest a point of essence into this feat as a move action to regain your psionic focus. essence invested in this way cannot be reassigned for 3 rounds. in addition, while essence is invested in this feat you gain the ability to activate two abilities which require you to expend your psionic focus as part of the same action (for example, a psion using this ability could gain the of both quicken power and talented as part of the same expenditure).|0|0|1|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0
Essence Forged Armaments|Akashic|Your essence can be used to further empower your special armaments, increasing the damage you deal with them. You gain 1 point of essence.|monks unarmed strike class feature, warpriests sacred weapon class feature, or similar ability.|you can invest essence into this feat. when you select this feat, choose a single class feature that scales with class level and replaces the damage dice of a type of attack (such as the monks unarmed strike, or the warpriests sacred weapon). for each point of essence invested in this feat, treat your level in that class as 1 higher when determining the damage of that class feature.|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0
Essence of Movement|Akashic, Combat|You flow through the battlefield, nimbly evading the blows of your enemies. You gain 1 point of essence.|benefit you get a +1 dodge bonus to armor class against attacks of opportunity caused when you move out of or within a threatened area, plus an additional +1 per point of essence invested in this feat. in addition, you gain a +1 insight bonus per point of essence invested on all acrobatics checks. a condition that makes you lose your dexterity bonus to armor class (if any) also makes you lose the dodge and acrobatics bonuses. this feat counts as the mobility feat for determining .||0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|1|0|0|0|0|0
Essence of Recovery|Akashic|You can channel akasha to enhance your ability to heal. When you use your akasha-infused healing class feature, your body and hands hum with eldritch energy. You gain 1 point of essence.|con 13 or veilweaver level 1, lay on hands or wholeness of body class feature.|you can bind essence into this feat. add the bound essence to your class level to determine the amount of healing available to you from your lay on hands or wholeness of body class features. if you have both class features, the applies to both.|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0
Essence of the Immortal|Akashic|You fortify your body with akasha, making you even more durable. You gain 1 point of essence.|special this feat counts as the toughness feat for determining .|you gain hit points equal to your total essence pool. if the size of your essence pool changes, such as when taking essence burn, the number of hit points granted by this feat changes to match the new total. hit points granted by this feat are not lost first like temporary hit points.|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0
Essence Predation|Akashic, Combat|You can rip not just flesh from opponents to fill your stomach, but essence as well.|con 13 or veilweaver level 1, str 13, bite attack, essence pool, improved sunder, power attack, base attack bonus +1.|whenever you successfully perform a sunder maneuver against an invested akashic receptacle with your bite attack, that receptacle must make a will save. the dc for this save is 10 + 1/2 your character level + your constitution modifier. if the receptacle fails any essence invested in that receptacle is treated as being under the effects of essence burn for a number of rounds equal to your constitution modifier (minimum 1). for the duration of this essence burn you gain temporary essence equal to the amount of essence burn, which you can immediately invest as free action.|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|1|0|0|0|0|0
Essence-Bound Channel|Akashic|Infusing your channeled divinity with the powers of akasha amplifies your connection to your deity and empowers the energies you call forth. You gain 1 point of essence.|ability to channel energy.|you can invest essence in this feat. whenever you channel positive or negative energy, increase the number of dice of healed or damage dealt by +1d6 per point of essence invested in this feat.|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0
Essence-Honed Flesh|Akashic|Investing your own flesh with your essence allows you to hone your skin to act as a potent magical armament. Additionally, you can invest essence in this feat. For each point of essence invested, you gain a +1 enhancement bonus to attack and damage rolls with your unarmed strikes and natural attacks. Special Unlike normal essence receptacles, this feat has its own essence capacity progression that cannot be increased or modified. Its essence capacity is 1 at character level 1, and increases by an additional 1 at character levels, 4, 8, 12, and 16. If an ability would allow you to invest essence in another receptacle in place of this feat, such as the Akashic Knowledge forbidden knowledge, that essence receptacle uses this essence capacity when interacting with this feat. If an ability would allow you to treat this feat as if it were invested with more essence, or allow you to bypass this feats essence capacity, its effects are limited to this feats essence capacity. You gain 1 point of essence.|con 13 or veilweaver level 1|your unarmed strikes and natural attacks are always imbued with the remnants of your essence, allowing them to count as magical weapons for the purposes of bypassing damage reduction.|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0
Expanded Cosmology|Akashic|You have learned how to open your spirit to the constellations of reality very different than your own. You gain 1 point of essence. Special You may take this feat multiple times, choosing a different constellation each time.|constellations class feature or amateur astrologist feat.|choose a single constellation from a cosmology other than the one you selected when you first gained the ability to manifest constellations. you treat that constellation as though it were part of your chosen cosmology and may manifest any of the chosen constellations available forms, paying the essence cost as normal. this new constellation replaces a constellation of the same element from your current cosmology. you lose the ability to manifest any form of the replaced constellation.|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0
